0,0
0.02,-0.006002
0.04,0.005746
0.06,0.018184
0.08,-0.031757
0.1,0.028135
0.12,-0.023742
0.14,-0.00035
0.16,-0.067745
0.18,0.002548
0.2,0.038589
0.22,0.010084
0.24,0.021918
0.26,0.01609
0.28,-0.002361
0.3,-0.01122
0.32,-0.0036
0.34,0.022847
0.36,0.027211
0.38,-0.028024
0.4,0.017618
0.42,-0.002511
0.44,0.004243
0.46,-0.026636
0.48,-0.01011
0.5,-0.016148
0.52,0.009211
0.54,0.04793
0.56,-0.006336
0.58,0.021395
0.6,0.04228
0.62,-0.021436
0.64,-0.010844
0.66,0.011306
0.68,0.048546
0.7,0.057924
0.72,0.019668
0.74,0.004799
0.76,-0.020199
0.78,0.008924
0.8,0.045637
0.82,0.078059
0.84,0.069243
0.86,-0.017063
0.88,-0.029907
0.9,0.017116
0.92,-0.056876
0.94,0.005819
0.96,0.035669
0.98,0.071574
1.00,-0.010763
1.02,-0.061994
1.04,0.022359
1.06,0.042337
1.08,0.080321
1.1,-0.004418
1.12,-0.103524
1.14,-0.14642
1.16,-0.009688
1.18,-0.030731
1.2,0.085467
1.22,0.048534
1.24,0.055686
1.26,-0.066438
1.28,-0.084642
1.3,-0.020686
1.32,-0.007912
1.34,0.066638
1.36,0.030175
1.38,0.014516
1.4,-0.089873
1.42,-0.113107
1.44,-0.002599
1.46,0.064932
1.48,0.120823
1.5,0.079474
1.52,0.019962
1.54,-0.074344
1.56,-0.100319
1.58,-0.014902
1.6,0.023894
1.62,0.037223
1.64,0.000551
1.66,-0.050583
1.68,-0.027717
1.7,-0.003068
1.72,0.005714
1.74,-0.002701
1.76,-0.012495
1.78,-0.030655
1.8,-0.060496
1.82,0.005318
1.84,0.015373
1.86,0.028803
1.88,-0.026883
1.9,-0.017887
1.92,0.01156
1.94,-0.038166
1.96,-0.015177
1.98,-0.014941
2.00,-0.012184
2.02,0.011371
2.04,-0.039448
2.06,-0.040573
2.08,-0.006265
2.1,0.018023
2.12,0.053541
2.14,0.006528
2.16,-0.007755
2.18,0.016009
2.2,-0.005545
2.22,-0.016286
2.24,-0.029664
2.26,0.044855
2.28,-0.002534
2.3,-0.032903
2.32,-0.042065
2.34,-0.008452
2.36,0.053512
2.38,-0.000489
2.4,0.036639
2.42,-0.022502
2.44,0.019411
2.46,0.043387
2.48,-0.008655
2.5,-0.01707
2.52,0.013202
2.54,0.059677
2.56,0.054036
2.58,-0.068761
2.6,-0.003115
2.62,0.009212
2.64,0.007511
2.66,-0.023315
2.68,-0.09532
2.7,-0.058085
2.72,0.001098
2.74,-0.002317
2.76,-0.005182
2.78,-0.012883
2.8,-0.000232
2.82,-0.000712
2.84,0.013788
2.86,-0.005587
2.88,0.015822
2.9,0.019854
2.92,-0.043478
2.94,-0.047618
2.96,-0.026163
2.98,-0.001171
3.00,-0.000242
3.02,-0.011473
3.04,0.004515
3.06,0.001799
3.08,-0.013134
3.1,-0.032775
3.12,-0.009035
3.14,0.03038
3.16,-0.007231
3.18,-0.007214
3.2,-0.037732
3.22,-0.038192
3.24,-0.011572
3.26,-0.030066
3.28,-0.00855
3.3,0.001042
3.32,-0.025041
3.34,-0.044604
3.36,-0.083238
3.38,-0.008801
3.4,0.044009
3.42,0.021134
3.44,-0.00467
3.46,-0.015007
3.48,-0.030562
3.5,0.006841
3.52,-0.004904
3.54,-0.013869
3.56,-0.039336
3.58,-0.057373
3.6,-0.051571
3.62,-0.029804
3.64,0.003545
3.66,0.006396
3.68,-0.048233
3.7,-0.030054
3.72,0.025382
3.74,0.011113
3.76,-0.017864
3.78,-0.043715
3.8,-0.054978
3.82,0.014064
3.84,-0.022415
3.86,-0.015953
3.88,-0.006011
3.9,-0.028123
3.92,0.043722
3.94,0.019426
3.96,0.036081
3.98,0.016572
4.00,0.031865
4.02,0.031163
4.04,0.014475
4.06,0.056456
4.08,0.029386
4.1,0.031906
4.12,-0.024167
4.14,-0.032068
4.16,-0.005542
4.18,0.033065
4.2,0.046681
4.22,0.026182
4.24,0.019671
4.26,-0.040914
4.28,-0.033331
4.3,-0.016875
4.32,-0.017127
4.34,-0.045949
4.36,-0.06455
4.38,-0.077591
4.4,-0.076168
4.42,-0.056061
4.44,-0.034671
4.46,-0.054146
4.48,-0.029564
4.5,-0.055621
4.52,-0.045445
4.54,-0.037239
4.56,-0.022884
4.58,-0.068012
4.6,-0.092299
4.62,-0.083304
4.64,-0.056142
4.66,-0.069404
4.68,0.064959
4.7,0.063016
4.72,0.012578
4.74,-0.006149
4.76,0.034087
4.78,0.006347
4.8,-0.03504
4.82,-0.038469
4.84,-0.017244
4.86,-0.010466
4.88,0.027646
4.9,-0.011903
4.92,-0.007567
4.94,0.022367
4.96,0.050907
4.98,0.007396
5.00,0.029571
5.02,0.03482
5.04,0.029746
5.06,-0.004283
5.08,0.043445
5.1,0.008713
5.12,0.054722
5.14,0.023402
5.16,-0.032971
5.18,-0.075606
5.2,-0.028759
5.22,-0.114287
5.24,-0.063875
5.26,-0.041392
5.28,0.00471
5.3,0.024419
5.32,0.023438
5.34,0.030031
5.36,0.061443
5.38,0.039539
5.4,-0.030827
5.42,-0.054943
5.44,-0.065449
5.46,0.011669
5.48,0.041753
5.5,0.023361
5.52,-0.010949
5.54,0.025868
5.56,0.041958
5.58,0.052459
5.6,0.044177
5.62,0.085921
5.64,0.075496
5.66,0.012624
5.68,0.035023
5.7,-0.013473
5.72,-0.020702
5.74,-0.058699
5.76,-0.040558
5.78,-0.029299
5.8,-0.025151
5.82,-0.064629
5.84,-0.075047
5.86,-0.02985
5.88,-0.024435
5.9,-0.002243
5.92,0.01828
5.94,0.012365
5.96,0.002014
5.98,-0.02512
6.00,-0.022265
6.02,-0.020384
6.04,0.022178
6.06,0.032043
6.08,0.08625
6.1,0.131481
6.12,0.074348
6.14,0.046724
6.16,-0.013856
6.18,-0.034318
6.2,-0.071954
6.22,-0.033698
6.24,0.003949
6.26,-0.002449
6.28,-0.027726
6.3,-0.035039
6.32,-0.075873
6.34,-0.067791
6.36,-0.036643
6.38,-0.0792
6.4,-0.067524
6.42,-0.054419
6.44,-0.074287
6.46,-0.05173
6.48,-0.06615
6.5,-0.033021
6.52,0.044746
6.54,0.025931
6.56,0.04167
6.58,0.020654
6.6,0.088553
6.62,0.090259
6.64,0.168938
6.66,0.067532
6.68,0.029427
6.7,-0.039706
6.72,-0.106792
6.74,-0.160939
6.76,-0.085916
6.78,0.029265
6.8,0.145419
6.82,0.127767
6.84,0.076031
6.86,-0.023568
6.88,-0.070598
6.9,-0.022638
6.92,-0.006587
6.94,0.039337
6.96,0.011208
6.98,-0.053029
7.00,-0.096652
7.02,-0.042429
7.04,-0.008953
7.06,0.013586
7.08,-0.020928
7.1,-0.044923
7.12,-0.060954
7.14,-0.062313
7.16,-0.10377
7.18,-0.098245
7.2,0.071676
7.22,0.137552
7.24,0.060931
7.26,0.064006
7.28,-0.02703
7.3,0.010271
7.32,0.063138
7.34,0.115543
7.36,0.045256
7.38,-0.056824
7.4,-0.088313
7.42,-0.087644
7.44,-0.047948
7.46,0.001716
7.48,-0.060264
7.5,-0.024589
7.52,-0.050572
7.54,-0.016962
7.56,-0.062784
7.58,-0.089779
7.6,-0.060595
7.62,-0.004213
7.64,0.059153
7.66,0.079965
7.68,-0.025216
7.7,-0.099432
7.72,-0.118764
7.74,-0.041263
7.76,-0.031929
7.78,-0.076746
7.8,-0.130519
7.82,-0.101531
7.84,-0.078686
7.86,-0.023162
7.88,0.028401
7.9,0.10615
7.92,0.140237
7.94,0.142805
7.96,0.143461
7.98,0.076416
8.00,0.053228
8.02,0.071824
8.04,0.109081
8.06,0.068906
8.08,0.01653
8.1,-0.012736
8.12,-0.030412
8.14,-0.013839
8.16,-0.076124
8.18,-0.110889
8.2,0.026095
8.22,0.109722
8.24,0.06325
8.26,-0.010636
8.28,-0.060534
8.3,-0.04441
8.32,0.107815
8.34,0.163399
8.36,0.186447
8.38,0.058338
8.4,-0.017204
8.42,-0.020259
8.44,0.006928
8.46,0.003807
8.48,0.062991
8.5,0.059135
8.52,-0.003249
8.54,0.01834
8.56,0.033537
8.58,-0.022163
8.6,-0.041975
8.62,0.000315
8.64,0.025238
8.66,0.035019
8.68,0.014582
8.7,-0.003225
8.72,-0.030477
8.74,-0.024379
8.76,-0.004945
8.78,0.011795
8.8,-0.003202
8.82,-0.026106
8.84,-0.094476
8.86,-0.076312
8.88,-0.034845
8.9,-0.015343
8.92,-0.081311
8.94,-0.12791
8.96,-0.129469
8.98,-0.060387
9.00,-0.028227
9.02,-0.002657
9.04,-0.066522
9.06,-0.087886
9.08,-0.077596
9.1,-0.030612
9.12,0.059232
9.14,0.14839
9.16,0.127422
9.18,0.083836
9.2,0.022876
9.22,0.044843
9.24,0.039477
9.26,0.010173
9.28,-0.021861
9.3,-0.05085
9.32,-0.057251
9.34,-0.027588
9.36,-0.027123
9.38,-0.090656
9.4,-0.093899
9.42,-0.140302
9.44,-0.039907
9.46,-0.013384
9.48,-0.015484
9.5,-0.031568
9.52,-0.065392
9.54,-0.036429
9.56,-0.031754
9.58,-0.007835
9.6,-0.013543
9.62,0.037029
9.64,0.022479
9.66,0.00606
9.68,-0.021798
9.7,-0.043777
9.72,0.035127
9.74,0.070987
9.76,0.135937
9.78,0.185489
9.8,0.151663
9.82,0.131646
9.84,0.079726
9.86,0.1961
9.88,0.132128
9.9,0.044611
9.92,0.05798
9.94,0.04368
9.96,0.048779
9.98,-0.030718
10.00,-0.073971
10.02,-0.090539
10.04,-0.045906
10.06,-0.086133
10.08,-0.110847
10.1,-0.162441
10.12,-0.116538
10.14,-0.142071
10.16,-0.035494
10.18,-0.027034
10.2,0.014879
10.22,0.061571
10.24,0.11268
10.26,0.081345
10.28,0.116221
10.3,0.067415
10.32,0.028195
10.34,0.060445
10.36,0.096212
10.38,0.029327
10.4,-0.023605
10.42,-0.046489
10.44,-0.009386
10.46,-0.016219
10.48,-0.086303
10.5,-0.109506
10.52,-0.205162
10.54,-0.185964
10.56,-0.149172
10.58,-0.128825
10.6,-0.07574
10.62,-0.02519
10.64,0.019441
10.66,0.090001
10.68,0.15185
10.7,0.152681
10.72,0.149212
10.74,0.236262
10.76,0.154256
10.78,0.174443
10.8,0.122154
10.82,-0.105754
10.84,-0.114425
10.86,-0.03334
10.88,-0.004093
10.9,-0.019262
10.92,-0.056914
10.94,-0.026291
10.96,0.046279
10.98,0.096362
11.00,0.165274
11.02,0.170611
11.04,0.115902
11.06,0.09445
11.08,0.027478
11.1,-0.05843
11.12,-0.0448
11.14,-0.096912
11.16,-0.077048
11.18,-0.170368
11.2,-0.196348
11.22,-0.199136
11.24,-0.171167
11.26,-0.258794
11.28,-0.074362
11.3,-0.088987
11.32,-0.056948
11.34,0.023401
11.36,0.127654
11.38,0.116608
11.4,-0.005965
11.42,-0.032057
11.44,-0.152681
11.46,-0.092598
11.48,-0.060553
11.5,-0.024956
11.52,-0.0633
11.54,-0.055184
11.56,-0.026195
11.58,-0.007228
11.6,0.099589
11.62,0.063535
11.64,0.092293
11.66,0.069872
11.68,-0.025875
11.7,-0.015647
11.72,-0.073359
11.74,-0.137912
11.76,-0.110651
11.78,-0.10432
11.8,-0.096982
11.82,-0.049318
11.84,0.040224
11.86,0.061365
11.88,0.059977
11.9,0.068572
11.92,0.122255
11.94,0.103927
11.96,0.08327
11.98,0.013201
12.00,-0.015953
12.02,0.006257
12.04,0.05654
12.06,0.10465
12.08,0.055331
12.1,0.077897
12.12,-0.013551
12.14,0.00295
12.16,-0.02516
12.18,0.008635
12.2,0.022558
12.22,0.015198
12.24,0.03277
12.26,0.000764
12.28,-0.05399
12.3,-0.014591
12.32,-0.015889
12.34,-0.041892
12.36,-0.075794
12.38,-0.045686
12.4,-0.057863
12.42,0.015888
12.44,0.072705
12.46,0.092394
12.48,0.031256
12.5,0.019067
12.52,0.006124
12.54,0.022921
12.56,-0.03171
12.58,-0.034611
12.6,-0.107317
12.62,-0.034793
12.64,0.012513
12.66,-0.010133
12.68,0.069904
12.7,0.074745
12.72,0.03095
12.74,-0.029757
12.76,-0.036314
12.78,-0.071693
12.8,-0.091098
12.82,-0.021792
12.84,-0.024409
12.86,-0.021003
12.88,-0.020119
12.9,0.031725
12.92,0.077853
12.94,0.098893
12.96,0.092358
12.98,0.038237
13.00,0.012307
13.02,-0.034429
13.04,-0.016711
13.06,-0.073682
13.08,-0.086044
13.1,-0.103468
13.12,-0.038828
13.14,0.004587
13.16,0.062254
13.18,0.070155
13.2,0.059612
13.22,0.010408
13.24,0.034425
13.26,0.029533
13.28,-0.036057
13.3,0.036565
13.32,0.026381
13.34,0.03127
13.36,0.062619
13.38,0.052902
13.4,0.080461
13.42,0.078854
13.44,0.072393
13.46,0.009898
13.48,-0.038043
13.5,-0.07744
13.52,-0.055134
13.54,-0.077232
13.56,-0.018982
13.58,-0.035346
13.6,-0.018192
13.62,-0.06274
13.64,-0.019937
13.66,-0.036759
13.68,-0.025662
13.7,-0.079852
13.72,-0.090079
13.74,-0.07684
13.76,-0.098106
13.78,-0.055605
13.8,-0.000721
13.82,0.000152
13.84,0.056359
13.86,0.061831
13.88,0.028938
13.9,0.012579
13.92,-0.030946
13.94,-0.075689
13.96,-0.055884
13.98,-0.014499
14.00,-0.009849
14.02,0.025047
14.04,0.061484
14.06,0.0214
14.08,-0.010685
14.1,-0.043836
14.12,-0.032371
14.14,0.004575
14.16,0.019362
14.18,0.046503
14.2,0.025458
14.22,0.076785
14.24,0.078492
14.26,0.059154
14.28,0.012035
14.3,0.027407
14.32,0.048439
14.34,0.036038
14.36,0.015854
14.38,0.039669
14.4,0.061114
14.42,0.050013
14.44,0.079789
14.46,0.070409
14.48,0.040734
14.5,-0.038098
14.52,-0.066546
14.54,-0.088311
14.56,-0.020546
14.58,-0.010527
14.6,-0.006219
14.62,0.025609
14.64,0.024218
14.66,0.001435
14.68,0.066444
14.7,0.061332
14.72,0.04644
14.74,-0.005573
14.76,-0.056257
14.78,-0.07751
14.8,-0.028492
14.82,0.001926
14.84,0.059961
14.86,0.080902
14.88,0.034002
14.9,0.020166
14.92,-0.035032
14.94,-0.005154
14.96,-0.083429
14.98,-0.092279
15.00,-0.13767
15.02,-0.159125
15.04,-0.074135
15.06,-0.076225
15.08,0.040502
15.1,-0.018532
15.12,-0.044388
15.14,-0.012507
15.16,0.005029
15.18,0.03469
15.2,0.039645
15.22,0.03593
15.24,0.043895
15.26,0.082878
15.28,0.10097
15.3,0.062321
15.32,-0.02115
15.34,-0.06821
15.36,-0.127792
15.38,-0.083773
15.4,-0.049621
15.42,-0.03108
15.44,0.002403
15.46,-0.043373
15.48,-0.054585
15.5,-0.023343
15.52,-0.014355
15.54,0.001808
15.56,0.010642
15.58,0.038727
15.6,0.035519
15.62,0.048381
15.64,0.090308
15.66,0.215122
15.68,0.167105
15.7,0.124884
15.72,0.113838
15.74,0.092442
15.76,0.0269
15.78,0.004361
15.8,0.012981
15.82,0.017119
15.84,-0.009688
15.86,-0.053406
15.88,-0.095088
15.9,-0.149311
15.92,-0.149151
15.94,-0.11561
15.96,-0.152557
15.98,-0.111488
16.00,-0.0679
16.02,-0.02312
16.04,-0.036471
16.06,-0.045765
16.08,-0.046181
16.1,-0.092741
16.12,-0.057753
16.14,-0.019431
16.16,-0.017083
16.18,-0.021119
16.2,-0.051294
16.22,-0.027525
16.24,-0.030256
16.26,-0.042511
16.28,-0.047895
16.3,-0.04046
16.32,-0.050918
16.34,-0.028823
16.36,-0.010287
16.38,0.01802
16.4,0.013432
16.42,0.022541
16.44,0.023838
16.46,0.069674
16.48,0.062693
16.5,0.109629
16.52,0.080474
16.54,0.084694
16.56,0.063228
16.58,0.006289
16.6,-0.003869
16.62,-0.015286
16.64,0.00586
16.66,0.017384
16.68,0.055119
16.7,0.045945
16.72,0.062883
16.74,0.026425
16.76,0.057832
16.78,-0.001773
16.8,0.033745
16.82,-0.012785
16.84,-0.007183
16.86,0.011883
16.88,0.07291
16.9,0.063505
16.92,0.025574
16.94,0.079463
16.96,0.038145
16.98,0.035619
17.00,0.006749
17.02,-0.042133
17.04,-0.031619
17.06,-0.068685
17.08,-0.076368
17.1,-0.075456
17.12,-0.107967
17.14,-0.088912
17.16,-0.056825
17.18,-0.053775
17.2,-0.037201
17.22,0.001638
17.24,0.019534
17.26,0.009595
17.28,-0.023002
17.3,-0.065827
17.32,-0.086544
17.34,-0.07486
17.36,0.007079
17.38,0.017857
17.4,-0.002612
17.42,0.010528
17.44,0.03861
17.46,0.016652
17.48,0.079476
17.5,0.068868
17.52,0.062712
17.54,0.080782
17.56,0.106793
17.58,0.068437
17.6,0.129791
17.62,0.080687
17.64,0.006557
17.66,0.016115
17.68,-0.038721
17.7,-0.019908
17.72,0.010663
17.74,0.031238
17.76,0.051855
17.78,0.087906
17.8,0.063526
17.82,0.020357
17.84,-0.044236
17.86,-0.044131
17.88,-0.020619
17.9,0.012317
17.92,0.078431
17.94,0.031565
17.96,-0.004882
17.98,-0.030765
18.00,-0.035999
18.02,-0.011895
18.04,-0.038976
18.06,-0.0342
18.08,-0.044492
18.1,-0.020577
18.12,-0.011572
18.14,-0.02226
18.16,-0.053895
18.18,-0.065587
18.2,-0.059659
18.22,-0.054339
18.24,-0.039596
18.26,0.001367
18.28,-0.021434
18.3,-0.017352
18.32,0.022535
18.34,0.007622
18.36,0.00158
18.38,0.014888
18.4,0.023063
18.42,-0.007081
18.44,-0.035023
18.46,-0.072805
18.48,-0.049191
18.5,-0.038876
18.52,0.026118
18.54,0.004883
18.56,0.01914
18.58,0.026273
18.6,-0.028816
18.62,-0.048693
18.64,0.004123
18.66,0.011483
18.68,0.034366
18.7,0.060686
18.72,0.000359
18.74,0.001928
18.76,0.034955
18.78,0.013935
18.8,0.003194
18.82,0.032498
18.84,-0.00094
18.86,0.029837
18.88,0.025719
18.9,0.058227
18.92,0.036244
18.94,0.036399
18.96,0.041491
18.98,-0.01381
19.00,-0.015008
19.02,-0.033189
19.04,-0.070802
19.06,-0.094569
19.08,-0.07554
19.1,-0.059795
19.12,0.008549
19.14,0.032236
19.16,0.074705
19.18,0.095688
19.2,0.091032
19.22,0.034622
19.24,0.013383
19.26,-0.039401
19.28,-0.058727
19.3,-0.09186
19.32,-0.015433
19.34,-0.006286
19.36,0.02203
19.38,0.016694
19.4,0.022511
19.42,0.008605
19.44,-0.018686
19.46,-0.033551
19.48,-0.050519
19.5,-0.029033
19.52,-0.033545
19.54,-0.012308
19.56,0.043282
19.58,0.044338
19.6,0.060364
19.62,0.035062
19.64,0.002245
19.66,0.01674
19.68,-0.035898
19.7,-0.008917
19.72,0.034835
19.74,0.018547
19.76,-0.027501
19.78,-0.058584
19.8,-0.065241
19.82,-0.097896
19.84,-0.038643
19.86,0.022655
19.88,0.068502
19.9,0.118812
19.92,0.084337
19.94,-0.013351
19.96,-0.030368
19.98,-0.024307
20.00,-0.009848
20.02,0.075388
20.04,0.03666
20.06,0.03291
20.08,0.025237
20.1,0.058055
20.12,0.066234
20.14,0.046992
20.16,0.131893
20.18,0.094257
20.2,0.187555
20.22,0.149993
20.24,0.130663
20.26,0.075651
20.28,0.062849
20.3,0.051929
20.32,0.000703
20.34,-0.042663
20.36,-0.073367
20.38,-0.079994
20.4,-0.067928
20.42,-0.046976
20.44,-0.010224
20.46,-0.0144
20.48,-0.006821
20.5,0.00535
20.52,0.006287
20.54,-0.030674
20.56,-0.018335
20.58,0.006558
20.6,-0.021379
20.62,-0.024464
20.64,0.022982
20.66,-0.006508
20.68,-0.012816
20.7,-0.033745
20.72,-0.018891
20.74,-0.007188
20.76,-0.010074
20.78,-0.01719
20.8,0.024238
20.82,-0.033867
20.84,0.016697
20.86,0.001658
20.88,0.009425
20.9,-0.036872
20.92,0.066674
20.94,0.03542
20.96,0.026599
20.98,0.043834
21.00,-0.018011
21.02,-0.055859
21.04,-0.02539
21.06,0.006662
21.08,-0.012962
21.1,-0.014122
21.12,-0.010089
21.14,-0.010794
21.16,0.003344
21.18,0.007694
21.2,0.022745
21.22,-0.002299
21.24,-0.04097
21.26,0.004919
21.28,-0.020457
21.3,-0.064758
21.32,-0.010325
21.34,-0.040761
21.36,-0.056455
21.38,-0.041697
21.4,-0.045386
21.42,-0.033997
21.44,0.011862
21.46,0.017354
21.48,0.011178
21.5,0.019665
21.52,0.048536
21.54,0.007947
21.56,-0.011413
21.58,-0.007611
21.6,-0.043371
21.62,-0.031553
21.64,-0.025426
21.66,-0.011702
21.68,-0.016572
21.7,-0.015123
21.72,-0.042768
21.74,-0.053631
21.76,0.004806
21.78,0.002719
21.8,0.00284
21.82,0.054609
21.84,0.027414
